text,label
hmm  too many of them unfortunately    pics obviously arent hot cakes  its kinda fun tho,1
hey hey werethe monkeespeople say we monkeyaround  howdy gorgeous  howu doin  foundurself a jobyet sausage love jen xxx,1
kind of  took it to garage  centre part of exhaust needs replacing  part ordered n taking it to be fixed tomo morning ,1
nvm    i m going to wear my sport shoes anyway    i m going to be late leh ,1
its ok  called mom instead have fun,1
wen ur lovable bcums angry wid u  dnt take it seriously   coz being angry is d most childish n true way of showing deep affection  care n luv    kettoda manda    have nice day da ,1
thanks for this hope you had a good day today,1
i cant pick the phone right now  pls send a message,1
cbe is really good nowadays  lot of shop and showrooms  city is shaping good ,1
check mail i have mailed varma and kept copy to you regarding membership take care insha allah ,1
i know you are serving  i mean what are you doing now ,1
want to send me a virtual hug     i need one,1
i have a date on sunday with will  ,1
hey  looks like i was wrong and one of the kappa guys numbers is still on my phone  if you want i can text him and see if he s around,1
yup ü not comin    ,1
i sent my scores to sophas and i had to do secondary application for a few schools  i think if you are thinking of applying  do a research on cost also  contact joke ogunrinde  her school is one me the less expensive ones,1
kothi print out marandratha ,1
its just the effect of irritation  just ignore it,1
i asked you to call him now ok,1
whatever  juliana  do whatever you want ,1
hello  just got here  st andrews boy its a long way  its cold  i will keep you posted,1
no sir  that s why i had an 8 hr trip on the bus last week  have another audition next wednesday but i think i might drive this time ,1
then ur physics get a  ,1
okie,1
did u see what i posted on your facebook ,1
sorry sir  i will call you tomorrow   senthil hsbc,1
congrats  nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16  close 300603 post bcm4284 ldn wc1n3xx,0
wat time u finish ur lect today ,1
i am late  i will be there at,1
do 1 thing  change that sentence into   because i want 2 concentrate in my educational career im leaving here   ,1
and whenever you and i see we can still hook up too ,1
that s my honeymoon outfit    ,1
thought praps you meant another one  goodo  i ll look tomorrow ,1
dont pick up d call when something important is there to tell  hrishi,1
fuuuuck i need to stop sleepin  sup,1
well thats nice  too bad i cant eat it,1
by the way  make sure u get train to worc foregate street not shrub hill  have fun night x,1
honeybee said   i m d sweetest in d world  god laughed  amp  said   wait u havnt met d person reading this msg  moral  even god can crack jokes  gm gn ge gn  ,1
hey babe  far 2 spun out 2 spk at da mo    dead 2 da wrld  been sleeping on da sofa all day  had a cool nytho  tx 4 fonin hon  call 2mwen im bk frmcloud 9  j x,1
storming msg  wen u lift d phne  u say  hello  do u knw wt is d real meaning of hello         it s d name of a girl          yes   and u knw who is dat girl    margaret hello  she is d girlfrnd f grahmbell who invnted telphone            moral one can 4get d name of a person  bt not his girlfrnd    g o o d n i g h t       ,1
i think i ve fixed it can you send a test message ,1
how are you doing  how s the queen  are you going for the royal wedding,1
your brother is a genius,1
give me a sec to think think about it,1
how about clothes  jewelry  and trips ,1
its ok my arm is feeling weak cuz i got a shot so we can go another time,1
please give it 2  or i will pick it up on tuesday evening about 8 if that is ok ,1
you won t believe it but it s true  it s incredible txts  reply g now to learn truly amazing things that will blow your mind  from o2fwd only 18p/txt,0
i m really sorry i lit your hair on fire,1
what s your room number again  wanna make sure i m knocking on the right door,1
shuhui say change 2 suntec steamboat  u noe where  where r u now ,1
hey sexy buns   have i told you   i adore you  loverboy  i hope you remember to thank your sister in law for those meatballs  grins      i love you  babe,1
no it s waiting in e car dat s bored wat  cos wait outside got nothing 2 do  at home can do my stuff or watch tv wat ,1
no  few hours before went to hair cut  ,1
stop calling everyone saying i might have cancer  my throat hurts to talk  i can t be answering everyones calls  if i get one more call i m not babysitting on monday,1
just forced myself to eat a slice  i m really not hungry tho  this sucks  mark is getting worried  he knows i m sick when i turn down pizza  lol,1
this is ur face test   1 2 3 4 5 6 7 8 9   lt   gt     select any number i will tell ur face astrology     am waiting  quick reply   ,1
so u workin overtime nigpun ,1
prakesh is there know ,1
can  dunno wat to get 4 her   ,1
so that means you still think of teju,1
great  i have to run now so ttyl ,1
in e msg jus now  u said thanks for gift ,1
i m not sure if its still available though,1
i really need 2 kiss u i miss u my baby from ur baby 4eva,1
i dunno until when    lets go learn pilates   ,1
you are right  meanwhile how s project twins comin up,1
hi what you think about match ,1
honey   sweetheart   darling   sexy buns   sugar plum   loverboy   i miss you  boytoy      smacks your ass  did you go to the gym too  ,1
congrats  nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16  close 300603 post bcm4284 ldn wc1n3xx,0
get 3 lions england tone  reply lionm 4 mono or lionp 4 poly  4 more go 2 www ringtones co uk  the original n best  tones 3gbp network operator rates apply ,0
do you want a new video handset  750 anytime any network mins  half price line rental  camcorder  reply or call 08000930705 for delivery tomorrow,0
we are okay  going to sleep now  later,1
i ve been barred from all b and q stores for life  this twat in orange dungerees came up to me and asked if i wanted decking  so i got the first punch in  ,1
i will come to ur home now,1
in sch but neva mind u eat 1st lor  ,1
otherwise had part time job na tuition  ,1
your gonna be the death if me  i m gonna leave a note that says its all robs fault  avenge me ,1
ard 530 lor  i ok then message ü lor ,1
haha    they cant what    at the most tmr forfeit    haha so how ,1
pls what s the full name of joke s school cos fees in university of florida seem to actually be   lt   gt  k  pls holla back,1
i m not sure  i was just checking out what was happening around the area,1
yeah go on then  bored and depressed sittin waitin for phone to ring    hope the wind drops though  scary,1
it s that time of the week again  ryan,1
come by our room at some point so we can iron out the plan for this weekend,1
i will reach office around   lt decimal gt     amp  my mobile have problem  you cann t get my voice  so call you asa i ll free,1
alright  thanks for the advice  enjoy your night out  i ma try to get some sleep   ,1
aaooooright are you at work ,1
wake me up at   lt   gt   am morning  ,1
it will stop on itself  i however suggest she stays with someone that will be able to give ors for every stool ,1
i called and said all to him  then he have to choose this future ,1
probably gonna swing by in a wee bit,1
hey babe  how s it going   did you ever figure out where your going for new years  ,1
hahaha  use your brain dear,1
meeting u is my work      tel me when shall i do my work tomorrow,1
have you not finished work yet or something ,1
urgent  please call 09061213237 from landline  £5000 cash or a luxury 4  canary islands holiday await collection  t cs sae po box 177  m227xy  150ppm  16 ,0
wot is u up 2 then bitch ,1
he fucking chickened out  he messaged me he would be late and woould buzz me and then i didn t hear a word from him,1
me too  have a lovely night xxx,1
but you were together so you should be thinkin about him,1
i m reading the text i just sent you  its meant to be a joke  so read it in that light,1
 lt   gt    that s all  guess that s easy enough,1
congratulations  thanks to a good friend u have won the £2 000 xmas prize  2 claim is easy  just call 08718726978 now  only 10p per minute  bt national rate,0
so how s the weather over there ,1
good words     but words may leave u in dismay many times ,1
olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement  hopefully they dont ignore that ,1
very hurting n meaningful lines ever   i compromised everything for my love  but at d end my love compromised me for everything       gud mornin   ,1
idk  you keep saying that you re not  but since he moved  we keep butting heads over freedom vs  responsibility  and i m tired  i have so much other shit to deal with that i m barely keeping myself together once this gets added to it ,1
watching tv lor   ,1
our ride equally uneventful   not too many of those pesky cyclists around at that time of night    ,1
there r many model  sony ericson also der    lt   gt    it luks good bt i forgot modl no,1
should i send you naughty pix    ,1
i can send you a pic if you like   ,1
guy  no flash me now  if you go call me  call me  how madam  take care oh ,1
then ü come n pick me at 530 ar ,1
hi dis is yijue i would be happy to work wif ü all for gek1510   ,1
realy sorry i don t recognise this number and am now confused    who r u please   ,1
your credits have been topped up for http //www bubbletext com your renewal pin is tgxxrz,0
so wat s da decision ,1
k tell me anything about you ,1
yeah i should be able to  i ll text you when i m ready to meet up,1
do you know why god created gap between your fingers    so that  one who is made for you comes  amp  fills those gaps by holding your hand with love   ,1
already one guy loving you   ,1
free entry in 2 a weekly comp for a chance to win an ipod  txt pod to 80182 to get entry  std txt rate  t c s apply 08452810073 for details 18 ,0
hey   something came up last min   think i wun be signing up tmr   hee,1
free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk  txt pod to 84128 ts cs www textpod net custcare 08712405020 ,0
s   kallis wont play in first two odi   ,1
ok  there may be a free gym about ,1
it s still not working  and this time i also tried adding zeros  that was the savings  the checking is   lt   gt  ,1
bloody hell  cant believe you forgot my surname mr   ill give u a clue  its spanish and begins with m    ,1
thanx a lot 4 ur help ,1
what can i do  might accidant tookplace between somewhere ghodbandar rd  traffic moves slovely  so plz slip  amp  don t worry ,1
how much did ur hdd casing cost ,1
is there any training tomorrow ,1
well i will watch shrek in 3d  b ,1
watching tv lor  nice one then i like lor ,1
natalja  25/f  is inviting you to be her friend  reply yes 440 or no 440 see her  www sms ac/u/nat27081980 stop  send stop frnd to 62468,0
as per your request  melle melle  oru minnaminunginte nurungu vettam   has been set as your callertune for all callers  press  9 to copy your friends callertune,1
great  p diddy is my neighbor and comes for toothpaste every morning,1
ever green quote ever told by jerry in cartoon  a person who irritates u always is the one who loves u vry much but fails to express it                 gud nyt,1
beerage ,1
all day working day  except saturday and sunday  ,1
u can win £100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www idew com skillgame  1winaweek  age16  150ppermesssubscription,0
ummmmmaah many many happy returns of d day my dear sweet heart   happy birthday dear,1
sorry  i can t help you on this ,1
life is more strict than teacher    bcoz teacher teaches lesson  amp  then conducts exam  but life first conducts exam  amp  then teaches lessons  happy morning     ,1
going to take your babe out  ,1
guessin you ain t gonna be here before 9 ,1
no  i decided that only people who care about stuff vote and caring about stuff is for losers,1
what time should i tell my friend to be around ,1
hello  good week  fancy a drink or something later ,1
yes   it completely in out of form  clark also utter waste ,1
i am in tirupur da  once you started from office call me ,1
message from   i am at truro hospital on ext  you can phone me here  as i have a phone by my side,1
i m still pretty weak today    bad day  ,1
which channel            ,1
ok lor thanx    ü in school ,1
when people see my msgs  they think iam addicted to msging    they are wrong  bcoz they don\ t know that iam addicted to my sweet friends     bslvyl,1
i have many dependents,1
you give us back my id proof and   lt   gt   rs  we wont allow you to work  we will come to your home within days,1
free msg  ringtone from  http //tms  widelive com/index  wml id 1b6a5ecef91ff9 37819 first true18 0430 jul 05,0
or u ask they all if next sat can a not  if all of them can make it then i m ok lor ,1
ditto  and you won t have to worry about me saying anything to you anymore  like i said last night  you do whatever you want and i ll do the same  peace ,1
you sure your neighbors didnt pick it up,1
happened here while you were adventuring,1
when the first strike is a red one  the bird   antelope begin toplay in the fieldof selfindependence believe this   the flower of contention will grow random ,1
dont know supports ass and srt i thnk  i think ps3 can play through usb too,1
say this slowly   god i love you  amp  i need you clean my heart with your blood send this to ten special people  amp  u c miracle tomorrow  do it pls pls do it   ,1
hi its jess i dont know if you are at work but call me when u can im at home all eve  xxx,1
your chance to be on a reality fantasy show call now   08707509020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870 is a national   rate call,0
ok   ,1
haha    yup hopefully  we will lose a few kg by mon  after hip hop can go orchard and weigh again,1
alrite jod hows the revision goin  keris bin doin a smidgin  n e way u wanna cum over after college xx,1
are your freezing   are you home yet   will you remember to kiss your mom in the morning  do you love me   do you think of me   are you missing me yet  ,1
tell dear what happen to you  why you talking to me like an alian,1
good evening  this is roger  how are you ,1
okie   thanx  ,1
gent  we are trying to contact you  last weekends draw shows that you won a £1000 prize guaranteed  call 09064012160  claim code k52  valid 12hrs only  150ppm ,0
i liked the new mobile,1
erutupalam thandiyachu,1
jason says it s cool if we pick some up from his place in like an hour,1
had your mobile 11 months or more  u r entitled to update to the latest colour mobiles with camera for free  call the mobile update co free on 08002986030,0
yup i m elaborating on the safety aspects and some other issues  ,1
bishan lar nearer    no need buy so early cos if buy now i gotta park my car   ,1
the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me  i m nervous because of course now he may have my address  should i call his boss and tell him  knowing this may get him fired ,1
yes just finished watching days of our lives  i love it ,1
u studying in sch or going home  anyway i ll b going 2 sch later ,1
an excellent thought by a misundrstud frnd  i knw u hate me bt the day wen u ll knw the truth u ll hate urself    gn   ,1
 lt   gt  ish minutes was 5 minutes ago  wtf ,1
dear where you will be when i reach there,1
hi this is yijue  can i meet u at 11 tmr ,1
think i might have to give it a miss  am teaching til twelve  then have lecture at two  damn this working thing ,1
only saturday and sunday holiday so its very difficult  ,1
tomarrow i want to got to court  at   lt decimal gt    so you come to bus stand at 9 ,1
got what it takes 2 take part in the wrc rally in oz  u can with lucozade energy  text rally le to 61200  25p   see packs or lucozade co uk/wrc   itcould be u ,0
oh ok wait 4 me there    my lect havent finish,1
no problem  how are you doing ,1
are you available for soiree on june 3rd ,1
customer service announcement  we recently tried to make a delivery to you but were unable to do so  please call 07090298926 to re schedule  ref 9307622,0
a lot of this sickness thing going round  take it easy  hope u feel better soon  lol,1
ok    i din get ur msg   ,1
mathews or tait or edwards or anderson,1
i tagged my friends that you seemed to count as your friends ,1
got it  mail panren paru  ,1
i know where the   lt   gt   is  i ll be there around 5,1
sunshine hols  to claim ur med holiday send a stamped self address envelope to drinks on us uk  po box 113  bray  wicklow  eire  quiz starts saturday  unsub stop,0
watching tv now  i got new job   ,1
you have 1 new voicemail  please call 08719181503,0
this pen thing is beyond a joke  wont a biro do  don t do a masters as can t do this ever again  ,1
let there be snow  let there be snow  this kind of weather brings ppl together so friendships can grow ,1
no probs hon  how u doinat the mo ,1
just re read it and i have no shame but tell me how he takes it and if he runs i will blame u 4 ever   not really 4 ever just a long time ,1
goodmorning  today i am late for   lt decimal gt  min ,1
i had it already  sabarish asked me to go  ,1
jamster  to get your free wallpaper text heart to 88888 now  t c apply  16 only  need help  call 08701213186 ,0
i m a guy  browsin is compulsory,1
all will come alive better correct any good looking figure there itself  ,1
i d say that s a good sign but  well  you know my track record at reading women,1
private  your 2003 account statement for shows 800 un redeemed s  i  m  points  call 08715203694 identifier code  40533 expires 31/10/04,0
hey babe  my friend had to cancel  still up for a visit  ,1
hope you are having a good week  just checking in,1
wait that s still not all that clear  were you not sure about me being sarcastic or that that s why x doesn t want to live with us,1
ok ok ok  then  whats ur todays plan,1
lol please do  actually send a pic of yourself right now  i wanna see  pose with a comb and hair dryer or something ,1
call me when you get the chance plz  lt 3,1
k  my roommate also wants a dubsack and another friend may also want some so plan on bringing extra  i ll tell you when they know for sure,1
that s good  lets thank god  please complete the drug  have lots of water  and have a beautiful day ,1
i didnt get ur full msg  sometext is missing  send it again,1
honey boo i m missing u ,1
where r e meeting tmr ,1
happy new year princess ,1
1  go to write msg 2  put on dictionary mode 3 cover the screen with hand  4 press   lt   gt    5 gently remove ur hand   its interesting    ,1
shall i ask one thing if you dont mistake me ,1
double mins   double txt   1/2 price linerental on latest orange bluetooth mobiles  call mobileupd8 for the very latest offers  08000839402 or call2optout/lf56,0
i was slept that time you there ,1
we still on for tonight ,1
ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online  you arrange shipping and you get a cut  or u      for a partnership where u      invest money for shipping and he takes care of the rest u  wud b self reliant soon dnt worry,1
yep  i do like the pink furniture tho ,1
trust me  even if isn t there  its there ,1
i am sorry it hurt you ,1
try neva mate  ,1
nah dub but je still buff,1
im cool ta luv but v tired 2 cause i have been doin loads of planning all wk  we have got our social services inspection at the nursery  take care   spk sn x ,1
goodmorning  today i am late for 1hr ,1
why tired what special there you had,1
yes princess  i want to make you happy   ,1
kay    since we are out already ,1
i wnt to buy a bmw car urgently  its vry urgent but hv a shortage of   lt   gt  lacs there is no source to arng dis amt   lt   gt  lacs  thats my prob,1
do have a nice day today  i love you so dearly ,1
don know  i did t msg him recently ,1
k k this month kotees birthday know ,1
win a £200 shopping spree every week starting now  2 play text store to 88039  skilgme  tscs08714740323 1winawk  age16 £1 50perweeksub ,0
get ready for   lt   gt   inches of pleasure   ,1
imagine life without me    see   how fast u are searching me don t worry   l m always there to disturb u   goodnoon    ,1
you still coming tonight ,1
  you gonna ring this weekend or wot ,1
oops i was in the shower when u called  hey a parking garage collapsed at university hospital  see i m not crazy  stuff like that does happen ,1
ur going 2 bahamas  callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of£2000 cash 18 only  to opt out txt x to 07786200117,0
hi baby im sat on the bloody bus at the mo and i wont be home until about 7 30 wanna do somethin later  call me later ortxt back jess xx,1
have you been practising your curtsey ,1
say this slowly   god i love you  amp  i need you clean my heart with your blood send this to ten special people  amp  u c miracle tomorrow  do it pls pls do it   ,1
on hen night  going with a swing,1
also are you bringing galileo or dobby,1
am up to my eyes in philosophy,1
ok cool  see ya then ,1
sorry man  my stash ran dry last night and i can t pick up more until sunday,1
it s ok  at least armand s still around,1
i only haf msn  it s yijue hotmail com,1
gr8 poly tones 4 all mobs direct 2u rply with poly title to 8007 eg poly breathe1 titles  crazyin  sleepingwith  finest  ymca  getzed co uk pobox365o4w45wq 300p,0
aiyo please ü got time meh ,1
we have sent jd for customer service cum accounts executive to ur mail id  for details contact us,1
to day class is there are no class ,1
went fast asleep dear take care ,1
y dun cut too short leh  u dun like ah  she failed  she s quite sad ,1
if you have belive me  come to my home ,1
sorry  i can t help you on this ,1
he has lots of used ones babe  but the model doesn t help  youi have to bring it over and he ll match it up,1
dont make ne plans for nxt wknd coz she wants us to come down then ok,1
sorry  i ll call later,1
that sucks  i ll go over so u can do my hair  you ll do it free right ,1
ok  no wahala  just remember that a friend in need    ,1
ugh  gotta drive back to sd from la  my butt is sore ,1
am going to take bath ill place the key in window   ,1
k go and sleep well  take rest    ,1
if you text on your way to cup stop that should work  and that should be bus,1
today is sorry day   if ever i was angry with you  if ever i misbehaved or hurt you  plz plz just slap urself bcoz  its ur fault  i m basically good,1
juz now havent woke up so a bit blur blur    can  dad went out liao    i cant cum now oso   ,1
alright took the morphine  back in yo ,1
you ve won  your 4  costa del sol holiday or £5000 await collection  call 09050090044 now toclaim  sae  tc s  pobox334  stockport  sk38xh  cost£1 50/pm  max10mins,0
tell them no need to investigate about me anywhere ,1
haha okay    today weekend leh    ,1
so ü ll be submitting da project tmr rite ,1
thats alrite girl  u know gail is neva wrong  take care sweet and dont worry c u l8tr hun love yaxxx,1
and how you will do that  princess    ,1
k fyi x has a ride early tomorrow morning but he s crashing at our place tonight,1
old orchard near univ  how about you ,1
mon okie lor    haha  best is cheap n gd food la  ex oso okie    depends on whether wana eat western or chinese food    den which u prefer    ,1
k   k   yesterday i was in cbe  ,1
so many people seems to be special at first sight  but only very few will remain special to you till your last sight   maintain them till life ends   take cr da,1
at 4  let s go to bill millers,1
i think its far more than that but find out  check google maps for a place from your dorm ,1
hi its lucy hubby at meetins all day fri   i will b alone at hotel u fancy cumin over  pls leave msg 2day 09099726395 lucy x calls£1/minmobsmorelkpobox177hp51fl,0
huh means computational science    y they like dat one push here n there   ,1
hey hun onbus goin 2 meet him  he wants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus home but hes sweet latelyxxx,1
still chance there  if you search hard you will get it  let have a try   ,1
2p per min to call germany 08448350055 from your bt line  just 2p per min  check planettalkinstant com for info   t s   c s  text stop to opt out,0
update now   12mths half price orange line rental  400mins   call mobileupd8 on 08000839402 or call2optout j5q,0
the message sent is askin for   lt   gt  dollars  shoul i pay   lt   gt   or   lt   gt   ,1
hiya   have u been paying money into my account  if so  thanks  got a pleasant surprise when i checked my balance  u c  i don t get statements 4 that acc,1
dont search love  let love find u  thats why its called falling in love  bcoz u dont force yourself  u just fall and u know there is smeone to hold u    bslvyl,1
mm yes dear look how i am hugging you both    p,1
i love you  you set my soul on fire  it is not just a spark  but it is a flame  a big rawring flame  xoxo,1
wife how she knew the time of murder exactly,1
yup i thk so until e shop closes lor ,1
is ur paper in e morn or aft tmr ,1
i dont have i shall buy one dear,1
would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me again  that needs to b sacked,1
just dropped em off  omw back now,1
i m always on yahoo messenger now  just send the message to me and i ll get it you may have to send it in the mobile mode sha but i ll get it  and will reply ,1
lol     have you made plans for new years ,1
now project pa  after that only i can come ,1
go fool dont cheat others ok,1
r u  sam p in eachother  if we meet we can go 2 my house,1
he says hi and to get your ass back to south tampa  preferably at a kegger ,1
great news  call freefone 08006344447 to claim your guaranteed £1000 cash or £2000 gift  speak to a live operator now ,0
thank you  winner notified by sms  good luck  no future marketing reply stop to 84122 customer services 08450542832,0
no  but you told me you were going  before you got drunk ,1
then get some cash together and i ll text jason,1
i love u 2 babe  r u sure everything is alrite  is he being an idiot  txt bak girlie,1
ambrith  madurai  met u in arun dha marrge  remembr ,1
today iz yellow rose day  if u love my frndship give me 1 misscall  amp  send this to ur frndz  amp  see how many miss calls u get  if u get 6missed u marry ur lover ,1
watching tv lor    y she so funny we bluff her 4 wat  izzit because she thk it s impossible between us ,1
i went to ur hon lab but no one is there ,1
isn t frnd a necesity in life  imagine urself witout a frnd   hw d u feel at ur colleg  wat ll u do wth ur cell  wat abt functions  thnk abt events espe ll cared  missed  amp  irritated u  4wrd it to all those dear loving frnds wthout whom u cant live   i jst did it   takecare     goodmorning,1
ok lor   ,1
okies    i ll go yan jiu too    we can skip ard oso  go cine den go mrt one  blah blah blah    ,1
no we sell it all so we ll have tons if coins  then sell our coins to someone thru paypal  voila  money back in life pockets  ,1
last chance  claim ur £150 worth of discount vouchers today  text shop to 85023 now  savamob  offers mobile  t cs savamob pobox84  m263uz  £3 00 sub  16,0
you also didnt get na hi hi hi hi hi,1
don t necessarily expect it to be done before you get back though because i m just now headin out,1
i will treasure every moment we spend together   ,1
do you mind if i ask what happened  you dont have to say if it is uncomfortable ,1
sms auction you have won a nokia 7250i  this is what you get when you win our free auction  to take part send nokia to 86021 now  hg/suite342/2lands row/w1jhl 16 ,0
hi  mobile no    lt   gt   has added you in their contact list on www fullonsms com it s a great place to send free sms to people for more visit fullonsms com,1
me i m not workin  once i get job   ,1
sunshine quiz wkly q  win a top sony dvd player if u know which country liverpool played in mid week  txt ansr to 82277  £1 50 sp tyrone,0
alex knows a guy who sells mids but he s down in south tampa and i don t think i could set it up before like 8,1
ffffffffff  alright no way i can meet up with you sooner ,1
you can never do nothing,1
call me when u finish then i come n pick u ,1
hey there babe  how u doin  wot u up 2 2nite love annie x ,1
going for dinner msg you after ,1
one of best dialogue in cute reltnship      wen i die  dont come near my body     bcoz my hands may not come 2 wipe ur tears off that time   gud ni8,1
congrats  1 year special cinema pass for 2 is yours  call 09061209465 now  c suprman v  matrix3  starwars3  etc all 4 free  bx420 ip4 5we  150pm  dont miss out  ,0
i jokin oni lar   ü busy then i wun disturb ü ,1
ah poop  looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,1
reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www phb1 com ph 08700435505150p,0
kent vale lor    ü wait 4 me there ar ,1
thanx   ,1
that s significant but dont worry ,1
what time is ur flight tmr ,1
ü log off 4 wat  it s sdryb8i,1
i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person  i ll make a trip to ptbo for that  i hope everything is good with you babe and i love ya   ,1
ceri u rebel  sweet dreamz me little buddy   c ya 2moro  who needs blokes,1
dont forget you can place as many free requests with 1stchoice co uk as you wish  for more information call 08707808226 ,0
dad says hurry the hell up,1
 forwarded from 21870000 hi   this is your mailbox messaging sms alert  you have 40 matches  please call back on 09056242159 to retrieve your messages and matches cc100p/min,0
no break time one    how    i come out n get my stuff fr ü ,1
que pases un buen tiempo or something like that,1
i notice you like looking in the shit mirror youre turning into a right freak,1
if anyone calls for a treadmill say you ll buy it  make sure its working  i found an ad on craigslist selling for    lt   gt   ,1
btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,1
true  its easier with her here ,1
wat r u doing ,1
good morning my dear            have a great  amp  successful day ,1
i am taking you for italian food  how about a pretty dress with no panties    ,1
its normally hot mail  com you see ,1
ugh hopefully the asus ppl dont randomly do a reformat ,1
good afternoon  babe  how goes that day   any job prospects yet   i miss you  my love      sighs         ,1
er  enjoyin indians at the mo  yep  sall good hehe    hows bout u shexy  pete xx,1
not course  only maths one day one chapter with in one month we can finish ,1
k  did you call me just now ah  ,1
enjoy ur life    good night,1
hard live 121 chat just 60p/min  choose your girl and connect live  call 09094646899 now  cheap chat uk s biggest live service  vu bcm1896wc1n3xx,0
you have 1 new message  please call 08715205273,0
u 447801259231 have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094597,0
can ü call me at 10 10 to make sure dat i ve woken up   ,1
    photoshop makes my computer shut down ,1
k i will send in   lt   gt   min  ,1
you all ready for   big day tomorrow ,1
don t forget who owns you and who s private property you are     and be my good boy always     passionate kiss ,1
bognor it is  should be splendid at this time of year ,1
by march ending  i should be ready  but will call you for sure  the problem is that my capital never complete  how far with you  how s work and the ladies,1
you have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800        18    its a legitimat efreefone number wat do u think   ,0
are there ta jobs available  let me know please cos i really need to start working,1
yes baby  we can study all the positions of the kama sutra   ,1
i called but no one pick up e phone  i ask both of them already they said ok ,1
i‘ll leave around four  ok ,1
camera   you are awarded a sipix digital camera  call 09061221066 fromm landline  delivery within 28 days ,0
free for 1st week  no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p/tone 16 ,0
having lunch  you are not in online why ,1
im gonnamissu so much  i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract   luv yaxx,1
i m doing da intro covers energy trends n pros n cons    brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages  ,1
as a sim subscriber  you are selected to receive a bonus  get it delivered to your door  txt the word ok to no  88600 to claim  150p/msg  exp  30apr,0
not planned yet   going to join company on jan 5 only don know what will happen after that ,1
i will cal you sir  in meeting,1
when u love someone dont make them to love u as much as u do  but love them so much that they dont want to be loved by anyone except you    gud nit ,1
if you don t  your prize will go to another customer  t c at www t c biz 18  150p/min polo ltd suite 373 london w1j 6hl please call back if busy,0
natalie  20/f  is inviting you to be her friend  reply yes 165 or no 165 see her  www sms ac/u/natalie2k9 stop  send stop frnd to 62468,0
same  wana plan a trip sometme then,1
alright  see you in a bit,1
thanx 4 the time weve spent 2geva  its bin mint  ur my baby and all i want is u xxxx,1
do we have any spare power supplies,1
good night my dear   sleepwell amp take care,1
hello beautiful r u ok  i ve kinda ad a row wiv and he walked out the pub   i wanted a night wiv u miss u ,1
oh baby of the house  how come you dont have any new pictures on facebook,1
beautiful truth against gravity   read carefully   our heart feels light when someone is in it   but it feels very heavy when someone leaves it    goodmorning,1
mm you ask him to come its enough    ,1
i got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the   lt   gt  day return period ended ,1
urgent  call 09066649731from landline  your complimentary 4  ibiza holiday or £10 000 cash await collection sae t cs po box 434 sk3 8wp 150ppm 18 ,0
no dear i do have free messages without any recharge  hi hi hi,1
how much are we getting ,1
did u got that persons story,1
yes    i trust u to buy new stuff asap so i can try it out,1
purity of friendship between two is not about smiling after reading the forwarded message  its about smiling just by seeing the name  gud evng,1
i had a good time too  its nice to do something a bit different with my weekends for a change  see ya soon,1
i ll give her once i have it  plus she said grinule greet you whenever we speak,1
fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx p s this is my dads fone   no credit,1
i attended but nothing is there ,1
dear how you  are you ok ,1
are you angry with me  what happen dear,1
surely result will offer  ,1
ur cash balance is currently 500 pounds   to maximize ur cash in now send cash to 86688 only 150p/msg  cc  08708800282 hg/suite342/2lands row/w1j6hl,0
no no  i will check all rooms befor activities,1
i cant pick the phone right now  pls send a message,1
ok i found dis pierre cardin one which looks normal costs 20 its on sale ,1
yes  he is really great  bhaji told kallis best cricketer after sachin in world   very tough to get out ,1
yeah sure  give me a couple minutes to track down my wallet,1
i am going to sleep  i am tired of travel ,1
romantic paris  2 nights  2 flights from £79 book now 4 next year  call 08704439680ts cs apply ,0
haha i heard that  text me when you re around,1
what today sunday  sunday is holiday  so no work  ,1
no she didnt  i will search online and let you know ,1
not able to do anything ,1
kaiez    enjoy ur tuition    gee    thk e second option sounds beta    i ll go yan jiu den msg u   ,1
received  understood n acted upon ,1
